Station,Lat,Long,Town,River,High Level,Color
Midelney,51.008129,-2.832096,Langport,West Moor Drain,1.463,"rgba(255, 0, 0)"
Bletchley,51.981248,-0.715727,Water Eaton,River Ouzel,0.676,"rgba(255, 194, 0)"
Kielder Butteryhaugh,55.230707,-2.581702,Butteryhaugh,River North Tyne,0.515,"rgba(255, 194, 0)"
Fordham,52.306909,0.351099,Fordham,Snail,0.172,"rgba(0, 204, 0)"
Willington,52.848235,-1.562071,Willington,River Trent,2.35,"rgba(255, 0, 0)"
Sandford Bridge,51.928793,-2.524006,Sandford Bridge,Rudhall Brook,0.313,"rgba(0, 204, 0)"
Penistone,53.527445,-1.645761,Penistone,River Don,0.611,"rgba(255, 194, 0)"
Hadleigh,52.047653,0.950823,Hadleigh,River Brett,0.85,"rgba(255, 0, 0)"
Eardisland,52.223407,-2.851042,Eardisland,Arrow,1.2,"rgba(255, 0, 0)"
Chart Leacon,51.145063,0.846976,Great Chart,Great Stour,0.452,"rgba(0, 204, 0)"
Pen Mill,50.943504,-2.608654,Yeovil,River Yeo,3.1,"rgba(255, 0, 0)"
Brownshill,52.335738,0.008586,Bluntisham,River Great Ouse,0.918,"rgba(255, 0, 0)"
Waren Mill,55.602485,-1.769011,Warenmill,Waren Burn,0.39,"rgba(0, 204, 0)"
Shifford Lock,51.70718,-1.465193,Shifford,Thames,0.42,"rgba(0, 204, 0)"
Swans Nest,50.681467,-3.470581,Exminster,Exminster Marshes,0.65,"rgba(255, 194, 0)"
Welham Bridge,53.798879,-0.799526,Welhambridge,River Foulness,1.5,"rgba(255, 0, 0)"
Motspur Park,51.393329,-0.241392,New Malden,Beverley Brook,1.63,"rgba(255, 0, 0)"
Staveley,53.26654,-1.337263,Woodthorpe,River Doe Lea,1.43,"rgba(255, 0, 0)"
New Malden,51.410502,-0.247204,New Malden,Beverley Brook,2,"rgba(255, 0, 0)"
Bin Brook,52.197227,0.087527,Cambridge,Bin Brook,0.368,"rgba(0, 204, 0)"
Stubbins,53.664894,-2.315043,Stubbins,Irwell,1.3,"rgba(255, 0, 0)"
Sebergham,54.774406,-2.993311,Sebergham,Caldew,2,"rgba(255, 0, 0)"
Riverside Park,50.935796,-1.368504,Swaythling,Itchen,1.8,"rgba(255, 0, 0)"
Trumps Green,51.399312,-0.56131,Virginia Water,Chertsey Bourne,1.7,"rgba(255, 0, 0)"
Frome Rodden,51.230803,-2.308252,Frome Rodden,Somerset Frome,2.55,"rgba(255, 0, 0)"
Wookey,51.209432,-2.678492,Wookey,River Axe,0.749,"rgba(255, 194, 0)"
Quidenham,52.450441,0.982414,East Harling,River Whittle,0.301,"rgba(0, 204, 0)"
Heaton Lodge,53.681545,-1.730465,Mirfield,River Calder,1.2,"rgba(255, 0, 0)"
Epney,51.797035,-2.348106,Epney,River Severn,7,"rgba(255, 0, 0)"
Kirkby Stephen,54.482067,-2.351872,Kirkby Stephen,Eden,0.707,"rgba(255, 194, 0)"
Swimbridge,51.053143,-3.969407,Swimbridge,Landkey Brook,0.323,"rgba(0, 204, 0)"
Newport Pagnell,52.089506,-0.721934,Newport Pagnell,River Great Ouse,0.833,"rgba(255, 0, 0)"
Farndon,53.062491,-0.852881,Farndon,River Trent,0.91,"rgba(255, 0, 0)"
Chew Stoke,51.35329,-2.632652,Chew Stoke,Chew Stoke Brook,0.9,"rgba(255, 0, 0)"
Houghton Bridge,50.896759,-0.544372,Houghton,Arun,2.5,"rgba(255, 0, 0)"
Ashton Farm,50.690658,-2.479859,Martinstown Or Winterborne St Martin,Groundwater level,71,"rgba(255, 0, 0)"
Arnos Park,51.616543,-0.126609,Southgate,Pymmes Brook,2.7,"rgba(255, 0, 0)"
Perdiswell,52.217941,-2.213213,Worcester,Barbourne Brook,2.4,"rgba(255, 0, 0)"
Jessop Avenue Bridport,50.732383,-2.752341,Bridport,River Asker,0.65,"rgba(255, 194, 0)"
Broughton,52.058452,-0.704763,Broughton,Broughton Brook,0.341,"rgba(0, 204, 0)"
Featherstone,54.943457,-2.513542,Rowfoot,River South Tyne,1.9,"rgba(255, 0, 0)"
Northorpe,53.684963,-1.660794,Ravensthorpe,Spen Beck,0.5,"rgba(255, 194, 0)"
Station Road,53.608903,-2.109832,Milnrow,Beal,1.22,"rgba(255, 0, 0)"
Moyles Court,50.873976,-1.773255,Mockbeggar,Docken's Water,0.301,"rgba(0, 204, 0)"
Dunnabridge,50.551765,-3.916854,Hexworthy,West Dart River,2,"rgba(255, 0, 0)"
Pateley Bridge,54.085235,-1.761488,Pateley Bridge,River Nidd,2.5,"rgba(255, 0, 0)"
Harold Park,51.599864,0.249585,Harold Wood,Ingrebourne,1.8,"rgba(255, 0, 0)"
Iver Bridge,51.520714,-0.500885,Iver,Colne Brook,1.5,"rgba(255, 0, 0)"
Rushey Platt,51.553565,-1.803214,Swindon,Ray (Wilts),2,"rgba(255, 0, 0)"
Bolton Bridge,53.513589,-1.312304,Bolton Upon Dearne,River Dearne,2,"rgba(255, 0, 0)"
Wycombe Wye,51.635466,-0.76901,High Wycombe,Wye,1,"rgba(255, 0, 0)"
Egremont,54.482917,-3.52339,Egremont,River Ehen,1.5,"rgba(255, 0, 0)"
Hurn Court,50.771447,-1.822108,Hurn,Moors River,0.64,"rgba(255, 194, 0)"
Stratford,52.191595,-1.70123,Stratford-Upon-Avon,River Avon,0.926,"rgba(255, 0, 0)"
Stamfordham,55.040628,-1.873213,Stamfordham,River Pont,1.4,"rgba(255, 0, 0)"
Low Bentham,54.118746,-2.53947,Low Bentham,Wenning,2.709,"rgba(255, 0, 0)"
Hothfield Upstream,51.157688,0.815185,Hothfield,Great Stour,1.26,"rgba(255, 0, 0)"
Brockenhurst,50.815958,-1.550253,Balmerlawn,Lymington,1.026,"rgba(255, 0, 0)"
Yarkhill,52.081299,-2.563805,Yarkhill,Frome,1.6,"rgba(255, 0, 0)"
Greenham,50.974487,-3.313793,Greenham,River Tone,1.3,"rgba(255, 0, 0)"
Oaksey,51.632205,-2.007169,Oaksey,Swill Brook,1.311,"rgba(255, 0, 0)"
Craze Lowman,50.917501,-3.444578,Chevithorne,River Lowman,1.4,"rgba(255, 0, 0)"
Fenay Bridge,53.636353,-1.726911,Fenay Bridge,Fenay Beck,0.351,"rgba(0, 204, 0)"
Leeds Crown Point,53.794197,-1.535433,Leeds,River Aire,1.35,"rgba(255, 0, 0)"
Whalley Weir,53.81982,-2.413116,Whalley,River Calder,3.33,"rgba(255, 0, 0)"
Minns Estate,51.753242,-1.290099,Botley,Seacourt Stream,2.13,"rgba(255, 0, 0)"
Methley,53.726098,-1.382805,Whitwood,River Calder,3,"rgba(255, 0, 0)"
Downham Lane,51.424134,-0.003161,Grove Park,Spring Brk,0.454,"rgba(0, 204, 0)"
Rudheath,53.242164,-2.499533,Davenham,Dane,2.4,"rgba(255, 0, 0)"
Stoke Prior,52.306762,-2.076947,Stoke Prior,River Salwarpe,0.362,"rgba(0, 204, 0)"
Kings Lock,51.789307,-1.306931,Wolvercote,Thames,0.263,"rgba(0, 204, 0)"
Welton,51.290615,-2.483966,Midsomer Norton,Wellow Brook,0.7,"rgba(255, 194, 0)"
Buxton,53.2536,-1.904027,Buxton,River Wye,1.16,"rgba(255, 0, 0)"
Weycroft Bridge,50.795583,-2.98435,Axminster,River Axe,1.6,"rgba(255, 0, 0)"
Saxmundham,52.217851,1.492103,Saxmundham,River Fromus,1.76,"rgba(255, 0, 0)"
Broad Green,52.049066,0.461993,Steeple Bumpstead,Bumpstead Brook,1.11,"rgba(255, 0, 0)"
Copford Hall,51.955175,0.426847,Great Bardfield,River Pant,1.27,"rgba(255, 0, 0)"
Cuddington,51.795602,-0.944321,Cuddington,Thame,2.09,"rgba(255, 0, 0)"
Knighton,52.344778,-3.043943,Knighton,River Teme,0.981,"rgba(255, 0, 0)"
Wissey Sluice,52.55994,0.510116,Stoke Ferry,Wissey,2.036,"rgba(255, 0, 0)"
Cambridge,51.730432,-2.362218,Cambridge,River Cam,1.25,"rgba(255, 0, 0)"
Stadhampton,51.675126,-1.132094,Stadhampton,Thame,2,"rgba(255, 0, 0)"
Arborfield Bridge,51.403467,-0.933245,Shinfield,Loddon,1.192,"rgba(255, 0, 0)"
Codford,51.160588,-2.043272,Codford St Mary,Chitterne Brook,0.435,"rgba(0, 204, 0)"
Wath upon Dearne,53.50515,-1.343017,Wath upon Dearne,Brook Dike,0.322,"rgba(0, 204, 0)"
Didworthy,50.441465,-3.852396,Didworthy,River Avon,1.4,"rgba(255, 0, 0)"
Penvose,50.566809,-4.75052,St Kew Highway,River Allen,0.8,"rgba(255, 0, 0)"
Raymill Road,51.528985,-0.716959,Maidenhead,Maidenhead Ditch,1.3,"rgba(255, 0, 0)"
Marple Bridge,53.404904,-2.056058,Compstall,Goyt,0.95,"rgba(255, 0, 0)"
Stockdalewath,54.79619,-2.954259,Stockdalewath,Roe Beck,1.2,"rgba(255, 0, 0)"
Jacobstowe,50.799678,-3.999785,Jacobstowe,River Okement,1.6,"rgba(255, 0, 0)"
Tellisford,51.30679,-2.280873,Tellisford,Somerset Frome,3.2,"rgba(255, 0, 0)"
Garstang,53.896103,-2.779699,Garstang,Wyre,3.15,"rgba(255, 0, 0)"
Ruislip,51.58043,-0.426065,Ruislip,Pinn,1,"rgba(255, 0, 0)"
Longbridge Mill,51.3188,-1.019874,Sherfield On Loddon,Loddon,0.55,"rgba(255, 194, 0)"
Earith,52.354128,0.03732,Earith,River Great Ouse,2.55,"rgba(255, 0, 0)"
Stourton,52.461315,-2.207471,Stourton,River Stour,2.4,"rgba(255, 0, 0)"
Appleford Bridge,51.810408,0.674711,Rivenhall End,River Blackwater,1.26,"rgba(255, 0, 0)"
Lydbrook,51.85366,-2.578653,Lydbrook,Wye,4,"rgba(255, 0, 0)"
Shilmoor,55.363152,-2.180351,Shillmoor,River Usway Burn,1,"rgba(255, 0, 0)"
Hartlake Bridge,51.201686,0.330336,Golden Green,Medway,1.25,"rgba(255, 0, 0)"
Marlow Lock,51.567382,-0.769176,Marlow,Thames,0.449,"rgba(0, 204, 0)"
Kearsley,53.546445,-2.371963,Kearsley,Irwell,2.3,"rgba(255, 0, 0)"
North Witham,52.784469,-0.626388,North Witham,Witham,0.84,"rgba(255, 0, 0)"
Monkton,54.011286,-1.199598,Beningbrough,River Ouse,3.789,"rgba(255, 0, 0)"
Cranleigh,51.142186,-0.480399,Cranleigh,Littlemead Brook,2.33,"rgba(255, 0, 0)"
South Park,54.510602,-1.56287,Stapleton,River Skerne,0.88,"rgba(255, 0, 0)"
Bealsmill,50.570244,-4.318502,Bealsmill,River Inny,0.891,"rgba(255, 0, 0)"
Lealholm,54.458047,-0.824546,Lealholm,River Esk,1.5,"rgba(255, 0, 0)"
Fakenham,52.827359,0.847422,Fakenham,River Wensum,0.64,"rgba(255, 194, 0)"
Okehampton Mill Road,50.738205,-3.999871,Okehampton,East Okement River,0.8,"rgba(255, 0, 0)"
Partington,53.410314,-2.413046,Partington,Sinderland Brk,0.8,"rgba(255, 0, 0)"
Geldharts Mill,52.271031,-0.922807,Kingsthorpe,Nene - Brampton Branch,0.575,"rgba(255, 194, 0)"
Salfords Bridge,51.204792,-0.1677,Salfords,Salfords Stream,2.1,"rgba(255, 0, 0)"
Cleeve Lock,51.529995,-1.135937,Goring,Thames,0.5,"rgba(255, 194, 0)"
Whitford Bridge,50.752859,-3.047245,Whitford,River Axe,1.5,"rgba(255, 0, 0)"
Kings Ripton,52.373829,-0.149082,Kings Ripton,Bury Brook,0.95,"rgba(255, 0, 0)"
Active Way,53.791155,-2.247834,Burnley,River Calder,1.5,"rgba(255, 0, 0)"
West Luccombe,51.201053,-3.578034,West Luccombe,Horner Water,0.65,"rgba(255, 194, 0)"
Swanage King Georges Field St Marys Church,50.609187,-1.962716,Swanage,Swan Brook,0.45,"rgba(0, 204, 0)"
Bredwardine,52.096497,-2.969481,Bredwardine,Wye,3.8,"rgba(255, 0, 0)"
Kingston Hogsmill,51.405736,-0.302166,Kingston Upon Thames,Hogsmill,0.7,"rgba(255, 194, 0)"
St Andrews Bypass,52.248411,-0.907242,Northampton,Nene - Brampton Branch,1.242,"rgba(255, 0, 0)"
Warden Bridge End,54.988608,-2.141972,Hexham,River Tyne,3.8,"rgba(255, 0, 0)"
Grants Bridge,51.344527,-0.604091,Chobham,Addlestone Bourne,1.55,"rgba(255, 0, 0)"
Penkridge,52.727805,-2.117669,Penkridge,River Penk,0.756,"rgba(255, 194, 0)"
Westbourne,50.861097,-0.928616,Westbourne,Ems,0.8,"rgba(255, 0, 0)"
Letcombe Bassett,51.565511,-1.460667,Letcombe Bassett,Letcombe Brook,0.198,"rgba(0, 204, 0)"
Tisbury,51.061485,-2.080366,Tisbury,River Nadder,1.2,"rgba(255, 0, 0)"
Braughing,51.904243,0.020897,Braughing,Quin,0.8,"rgba(255, 0, 0)"
College Road,51.896062,-2.069746,Cheltenham,Chelt,1.2,"rgba(255, 0, 0)"
Broughton Hall,53.957753,-2.073107,Broughton,Broughton Beck,1.2,"rgba(255, 0, 0)"
Pickerings Cut,53.281649,-2.637784,Acton Bridge,Weaver,4.996,"rgba(255, 0, 0)"
Dovers Bridge,53.507328,-2.962574,Sefton,Dovers Brook,1.764,"rgba(255, 0, 0)"
Sturminster Marshall Maggs Bridge,50.797163,-2.083018,Sturminster Marshall,North Winterbourne,0.961,"rgba(255, 0, 0)"
Trawden Brook,53.852195,-2.140021,Trawden,Trawden Brook,1.386,"rgba(255, 0, 0)"
Missenden,51.677124,-0.650282,Little Missenden,Misbourne,0.7,"rgba(255, 194, 0)"
Churchend,51.884939,0.365166,Churchend,River Chelmer,1.29,"rgba(255, 0, 0)"
Bromley,51.394835,0.016838,Bromley,Ravensbourne,0.134,"rgba(0, 204, 0)"
Blue Bridge,53.744555,-2.6615,Walton-Le-Dale,Darwen,2.43,"rgba(255, 0, 0)"
Currymoor PS,51.054966,-2.936065,Athelney,Currymoor Drain,3.2,"rgba(255, 0, 0)"
Shifnal,52.67455,-2.379329,Shifnal,Wesley Brook,0.24,"rgba(0, 204, 0)"
Cleckheaton Thornton Street,53.720511,-1.705167,Cleckheaton,Spen Beck,0.242,"rgba(0, 204, 0)"
Water Eaton,51.64017,-1.826539,Cricklade,Ray (Wilts),1.901,"rgba(255, 0, 0)"
Hazelmere Road,51.39528,0.078815,Petts Wood,Kyd Brook,0.9,"rgba(255, 0, 0)"
Shefford,52.040422,-0.335802,Shefford,River Flit,0.721,"rgba(255, 194, 0)"
Charney Bassett,51.64711,-1.451462,Charney Bassett,Ock,1.8,"rgba(255, 0, 0)"
Market Deeping,52.671948,-0.303639,Deeping Gate,Welland Below Peakirk,0.188,"rgba(0, 204, 0)"
Fornham St Martin,52.272126,0.706637,Fornham St Martin,Lark,0.393,"rgba(0, 204, 0)"
"Enfield, Albany Park",51.668821,-0.035081,Enfield Wash,Turkey Brook,0.85,"rgba(255, 0, 0)"
Bury Ground,53.598766,-2.305182,Bury,Irwell,1.3,"rgba(255, 0, 0)"
Llanyblodwel,52.794313,-3.110292,Llanyblodwel,River Tanat,1.047,"rgba(255, 0, 0)"
Wakefield Colinsway,53.678129,-1.504919,Wakefield,Ings Beck,0.6,"rgba(255, 194, 0)"
Wendling Beck,52.681119,0.893649,Podmore,Wendling Beck,1.8,"rgba(255, 0, 0)"
Somerford Keynes,51.650724,-1.973061,Somerford Keynes,Thames,1.6,"rgba(255, 0, 0)"
Hornby,54.109696,-2.63518,Hornby,Wenning,1.8,"rgba(255, 0, 0)"
Sheffield Lady's Bridge,53.385355,-1.462585,Sheffield,River Don,0.806,"rgba(255, 0, 0)"
Gowdall Ings,53.695235,-1.041398,Gowdall,Gowdall Ings,3.3,"rgba(255, 0, 0)"
"Sprint Mill, Kendal",54.358126,-2.748154,Burneside,Sprint,1.2,"rgba(255, 0, 0)"
Hythe Weir,51.441951,-0.535697,Hythe End,Colne Brook,1,"rgba(255, 0, 0)"
Thornborough,52.011485,-0.9309,Thornborough,River Great Ouse,0.624,"rgba(255, 194, 0)"
Fornalls Bridge,53.396899,-3.151606,Hoylake,Birket,0.49,"rgba(0, 204, 0)"
Sticklepath,50.737824,-3.917597,Sticklepath,River Taw,1.8,"rgba(255, 0, 0)"
Falstone,55.176863,-2.435206,Falstone,River North Tyne,1.95,"rgba(255, 0, 0)"
Bescot,52.560205,-1.983428,Walsall,River Tame,1.247,"rgba(255, 0, 0)"
Wick,51.453682,-2.430325,Wick,River Boyd,0.9,"rgba(255, 0, 0)"
Sunbury  Lock,51.399708,-0.4156,Sunbury,Thames,0.272,"rgba(0, 204, 0)"
South Church,54.649317,-1.662117,Bishop Auckland,River Gaunless,1.31,"rgba(255, 0, 0)"
Burton Bradstock,50.701633,-2.725949,Burton Bradstock,River Bride,0.531,"rgba(255, 194, 0)"
Abbey Heath,52.425882,0.720787,Abbey Heath,Little Ouse,0.5,"rgba(255, 194, 0)"
Boscastle Anderton Ford,50.690388,-4.632983,Boscastle,River Valency,0.73,"rgba(255, 194, 0)"
Walden Stubbs,53.64031,-1.168065,Walden Stubbs,River Went,0.75,"rgba(255, 194, 0)"
Crag Hall,55.001861,-1.604447,Gosforth,Ouse Burn,1.1,"rgba(255, 0, 0)"
Plympton,50.387125,-4.061716,Plympton,Long Brook,1,"rgba(255, 0, 0)"
Poynton,53.341282,-2.127615,Poynton,Poynton Brook,0.203,"rgba(0, 204, 0)"
Penzance Tesco,50.126751,-5.525305,Penzance,Ponsandane Stream,0.85,"rgba(255, 0, 0)"
Watford,51.670654,-0.380235,Watford,Colne,0.6,"rgba(255, 194, 0)"
Mayfield Road,51.306404,-0.772253,Cove,Cove Brook,2,"rgba(255, 0, 0)"
Shardlow,52.865431,-1.335368,Shardlow,River Trent,1.7,"rgba(255, 0, 0)"
Colindale,51.591209,-0.244516,Hendon,Silk Stream,0.75,"rgba(255, 194, 0)"
Scalehill Upper Lorton Valley,54.58069,-3.317998,Loweswater,Cocker,0.973,"rgba(255, 0, 0)"
Masham,54.226008,-1.654843,Masham,River Ure,2.3,"rgba(255, 0, 0)"
Currymoor PS,51.054966,-2.936065,Athelney,River Tone,4.297,"rgba(255, 0, 0)"
Irnham,52.833221,-0.460655,Hawthorpe,East Glen (To Kates Bridge),1.08,"rgba(255, 0, 0)"
Heaton Mill,55.674792,-2.160923,Heaton Mill,Till,1.026,"rgba(255, 0, 0)"
Gatwick Airport,51.144764,-0.19953,Charlwood,Mole,1.8,"rgba(255, 0, 0)"
Kinnersley Manor,51.201071,-0.194473,Sidlow,Mole,1.4,"rgba(255, 0, 0)"
Skew Bridge   Carlisle,54.891143,-2.9382,Skew Bridge   Carlisle,River Caldew,1.099,"rgba(255, 0, 0)"
Dorking,51.238425,-0.311198,Dorking,Mole,1.3,"rgba(255, 0, 0)"
Rotherham Tesco,53.430253,-1.358801,Rotherham,River Don,1.7,"rgba(255, 0, 0)"
City Mill,51.061255,-1.307865,Winchester,Itchen,0.78,"rgba(255, 194, 0)"
Knightsford Bridge,52.198971,-2.389281,Knightwick,River Teme,5.2,"rgba(255, 0, 0)"
Waggon Road,53.514723,-2.038394,Mossley,Tame,0.885,"rgba(255, 0, 0)"
Bramshill,51.32671,-0.917374,Hazeley,Hart,1.325,"rgba(255, 0, 0)"
River Jordan,52.473218,-0.911988,Little Bowden,Jordan,0.76,"rgba(255, 194, 0)"
Westmill Bridge,51.616448,-1.666745,Watchfield,Cole,1.85,"rgba(255, 0, 0)"
Clyse Hole,51.136761,-2.724464,Glastonbury,River Brue,0.8,"rgba(255, 0, 0)"
Inglesham,51.670899,-1.700313,Upper Inglesham,Cole,0.9,"rgba(255, 0, 0)"
Westbrook Mill,51.188851,-0.617671,Godalming,Wey,2.5,"rgba(255, 0, 0)"
Buckingham,51.998052,-0.992004,Buckingham,River Great Ouse,0.525,"rgba(255, 194, 0)"
Knottingley Lock,53.709907,-1.22578,Knottingley,River Aire,4.5,"rgba(255, 0, 0)"
Arle,51.91358,-2.100884,Cheltenham,Chelt,0.662,"rgba(255, 194, 0)"
Sheepmount,54.90486,-2.952852,Carlisle,Eden,3.45,"rgba(255, 0, 0)"
Blackhall Mill,54.905964,-1.812313,Blackhall Mill,River Derwent,1.24,"rgba(255, 0, 0)"
Littlewood Bridge,53.670881,-2.762213,Croston,Lostock,2.7,"rgba(255, 0, 0)"
Southwell,53.077901,-0.934277,Southwell,River Greet,1.05,"rgba(255, 0, 0)"
Three Mile House,52.626317,1.699909,West End,River Bure,1.6,"rgba(255, 0, 0)"
Southam,52.260974,-1.408027,Bascote,River Itchen,0.682,"rgba(255, 194, 0)"
Shrewbridge,53.061892,-2.526064,Nantwich,Weaver,0.996,"rgba(255, 0, 0)"
Rowlands Gill,54.917259,-1.73922,Rowlands Gill,River Derwent,0.316,"rgba(0, 204, 0)"
Cassington Weir B,51.786053,-1.351198,Cassington,Evenlode,0.77,"rgba(255, 194, 0)"
Shalford,51.938949,0.502982,Shalford,River Pant,2.45,"rgba(255, 0, 0)"
Harbertonford,50.391073,-3.701021,Harbertonford,River Harbourne,0.37,"rgba(0, 204, 0)"
Medbourne Flood Storage Reservoir,52.546177,-0.832027,Blaston,Medbourne Brook,3.57,"rgba(255, 0, 0)"
Felsted,51.847313,0.423072,Felsted,River Chelmer,1.15,"rgba(255, 0, 0)"
Middlehill,51.418046,-2.268627,Ashley,By Brook,0.77,"rgba(255, 194, 0)"
Houghton,52.330674,-0.120798,Houghton,River Great Ouse,0.452,"rgba(0, 204, 0)"
Iford Bridge,50.740946,-1.806054,Pokesdown,River Stour,2.5,"rgba(255, 0, 0)"
Kennford,50.667557,-3.538622,Kennford,RHB Trib River Kenn,0.199,"rgba(0, 204, 0)"
Studley,52.274092,-1.88959,Studley,River Arrow,0.812,"rgba(255, 0, 0)"
Callerton Lane,55.049407,-1.741713,Ponteland,River Pont,0.85,"rgba(255, 0, 0)"
Bishops Hull,51.019081,-3.133644,Bishops Hull,River Tone,0.9,"rgba(255, 0, 0)"
Culmstock,50.915853,-3.279962,Culmstock,River Culm,0.7,"rgba(255, 194, 0)"
Haw Bridge,51.948918,-2.227065,Apperley,River Severn,4.5,"rgba(255, 0, 0)"
Batley Savile Street,53.699596,-1.630383,Castleton,Batley Beck,2,"rgba(255, 0, 0)"
Poyle,51.477287,-0.51406,Poyle,Poyle Channel,1.7,"rgba(255, 0, 0)"
Barton Mills Sluice,52.335121,0.531859,Barton Mills,Lark,0.279,"rgba(0, 204, 0)"
Kirkstall Abbey,53.819613,-1.605025,Kirkstall,River Aire,1.9,"rgba(255, 0, 0)"
Isfield weir,50.951995,0.074349,Little Horsted,Uck,1.5,"rgba(255, 0, 0)"
Alconbury Weston,52.377001,-0.269421,Alconbury Weston,Alconbury Brook,2.2,"rgba(255, 0, 0)"
Little Bridge,53.684084,-2.331538,Helmshore,Ogden Brook,0.339,"rgba(0, 204, 0)"
Pangbourne,51.484688,-1.087539,Pangbourne,Pang,0.78,"rgba(255, 194, 0)"
Halesowen,52.462884,-2.061427,Halesowen,River Stour,0.786,"rgba(255, 194, 0)"
Sheepbridge,53.268853,-1.437687,Sheepbridge,River Whitting,0.75,"rgba(255, 194, 0)"
Woolsthorpe,52.899642,-0.758767,Woolsthorpe by Belvoir,River Devon,0.82,"rgba(255, 0, 0)"
Cross Hills,53.902947,-1.969516,Cross Hills,Eastburn Beck,1,"rgba(255, 0, 0)"
Wilmington,50.795699,-3.111486,Wilmington,Umborne Brook,1.1,"rgba(255, 0, 0)"
Brighouse,53.701444,-1.793955,Brighouse,River Calder,0.8,"rgba(255, 0, 0)"
Greta Bridge,54.603631,-3.142486,Keswick,River Greta,3,"rgba(255, 0, 0)"
Kings Mill,51.756247,-1.238765,Oxford,Cherwell,2.4,"rgba(255, 0, 0)"
Milnshaw,53.755632,-2.367683,Accrington,River Calder,1.1,"rgba(255, 0, 0)"
Wightwick,52.582389,-2.192192,Wightwick,Smestow Brook,0.406,"rgba(0, 204, 0)"
"Edgware, Deans Brook",51.617793,-0.26653,Edgware,Deans Brook,1.7,"rgba(255, 0, 0)"
Ramsbury Main,51.443821,-1.584692,Whittonditch,Aldbourne,0.174,"rgba(0, 204, 0)"
Alscot Park,52.153735,-1.697245,Atherstone On Stour,River Stour (Warks),0.673,"rgba(255, 194, 0)"
Field Court Drive,51.819013,-2.28698,Quedgeley,Dimore Brook,1,"rgba(255, 0, 0)"
Causey Bridge,53.425318,-2.62207,Dallam,Sankey Brook,2.2,"rgba(255, 0, 0)"
Upper Elmers End,51.391876,-0.03662,Eden Park,St James Stream,0.86,"rgba(255, 0, 0)"
Knapp Mill,50.748085,-1.780015,Burton,River Avon,0.643,"rgba(255, 194, 0)"
Polesworth,52.627897,-1.613026,Polesworth,River Anker,0.703,"rgba(255, 194, 0)"
Newbiggin Bridge,54.853151,-2.881322,Carleton,Petteril,1.5,"rgba(255, 0, 0)"
Stockton Hartburn Bridge,54.54999,-1.365536,Hartburn,Hartburn Beck,1.25,"rgba(255, 0, 0)"
Ermington,50.363074,-3.911208,Ermington,River Erme,1.8,"rgba(255, 0, 0)"
Hougham,52.986895,-0.680145,Hougham,Witham,1.69,"rgba(255, 0, 0)"
Swaton,52.922105,-0.319165,Swaton,South Forty Foot,1.45,"rgba(255, 0, 0)"
Polperro,50.33114,-4.52005,Polperro,Pol River,0.6,"rgba(255, 194, 0)"
Gurnard,50.755479,-1.333222,Gurnard,Medina,0.75,"rgba(255, 194, 0)"
Lode,52.242159,0.240538,Lode,Quy Water,0.397,"rgba(0, 204, 0)"
Calder Hall,54.426631,-3.489083,Calder Bridge,River Calder,2.5,"rgba(255, 0, 0)"
Gribbleford Bridge,50.793303,-4.090425,Hatherleigh,River Lew,1.8,"rgba(255, 0, 0)"
Wellow,51.320458,-2.373786,Wellow,Wellow Brook,0.992,"rgba(255, 0, 0)"
Marshfield Bridge,53.092995,-2.488097,Wistaston Green,Valley Brook,0.553,"rgba(255, 194, 0)"
Crondall Pond,51.232867,-0.864146,Crondall,Hart,0.8,"rgba(255, 0, 0)"
Harpers Brook,52.408276,-0.556349,Lowick,Harpers Brook,1.29,"rgba(255, 0, 0)"
Sindlesham Mill,51.426522,-0.898188,Sindlesham,Loddon,0.63,"rgba(255, 194, 0)"
Diglis,52.179799,-2.225461,Worcester,River Severn,2.8,"rgba(255, 0, 0)"
Waterhall,51.773132,-0.117522,Birch Green,Lee,0.5,"rgba(255, 194, 0)"
Taplow,51.529307,-0.697199,Taplow,Jubilee River,3.21,"rgba(255, 0, 0)"
Ely,52.399868,0.289328,Ely,River Great Ouse,0.9,"rgba(255, 0, 0)"
Exford,51.132851,-3.640854,Exford,River Exe,1.2,"rgba(255, 0, 0)"
Wellesbourne,52.197687,-1.602579,Wellesbourne,River Dene,0.362,"rgba(0, 204, 0)"
Haversham,52.073044,-0.805148,Haversham,River Great Ouse,1.432,"rgba(255, 0, 0)"
Relubbus,50.13744,-5.406959,Relubbus,River Hayle,0.75,"rgba(255, 194, 0)"
Coalburn Beck,55.093478,-2.481463,Butterburn,Coal Burn,0.9,"rgba(255, 0, 0)"
Park Bridge,54.408693,-2.177133,West Stonesdale,River Swale,2.5,"rgba(255, 0, 0)"
Rowsham Bridge,51.850671,-0.772585,Rowsham,Thame,1.51,"rgba(255, 0, 0)"
Broomstairs Bridge,53.454585,-2.095579,Haughton Green,Tame,0.85,"rgba(255, 0, 0)"
Combe Martin Bowling Green Lane,51.198942,-4.025648,Combe Martin,River Umber,0.311,"rgba(0, 204, 0)"
Redbourn  River Ver,51.794792,-0.393076,Redbourn,Ver,0.45,"rgba(0, 204, 0)"
Churchill Avenue,51.808843,-0.823619,Aylesbury,Southcourt Brook,2.3,"rgba(255, 0, 0)"
